survey_id,registration_id,satisfaction_score,usefulness_score,instructor_score,recommendation_score,overall_score,NPS_bucket,survey_comments,survey_submission_date
474,641,4,5,5,4,4.5,Passive,"From my perspective, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd. The networking breakouts during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; This pushed me to apply for a related program.",1/18/24 8:29
475,642,5,5,5,4,4.75,Passive,"From my perspective, the hands-on segment tied everything together, the Arduino demo during Data Science Study Group really clicked for me — especially for beginners. If I'm being honest, there were concrete examples I can reuse at school, the web dev sprint during Data Science Study Group really clicked for me. If I'm being honest, the coding challenges during Data Science Study Group really clicked for me, I met people who want to collaborate on projects; This pushed me to apply for a related program.",7/11/24 5:19
476,643,5,4,5,4,4.5,Passive,"The mentors were down-to-earth and answered real questions, the resume clinic during Girls in STEAM Mentoring really clicked for me; I left energized to keep learning. — next time I'd bring a friend. Surprisingly, the networking breakouts during Girls in STEAM Mentoring really clicked for me, the organizers ran things smoothly even with a big crowd; This pushed me to apply for a related program.",5/29/25 0:01
477,644,4,4,5,3,4,Detractor,"Honestly, the robot build during Web Dev Bootcamp Night really clicked for me, I met people who want to collaborate on projects; I'd attend again with a clearer agenda. The Arduino demo during Web Dev Bootcamp Night really clicked for me, I left with actionable next steps! The robot build during Web Dev Bootcamp Night really clicked for me, I met people who want to collaborate on projects.",6/17/23 7:08
478,645,4,4,4,5,4.25,Promoter,"The mixed-media project during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school; It was useful overall! Surprisingly, the color theory lesson during Intro to Painting Class really clicked for me, the hands-on segment tied everything together. The gallery walk during Intro to Painting Class really clicked for me, the organizers ran things smoothly even with a big crowd.",5/29/25 18:15
479,647,4,4,5,5,4.5,Promoter,"The goal-setting exercise during Leadership Circle Meetup really clicked for me, there were concrete examples I can reuse at school. In my opinion, the goal-setting exercise during Leadership Circle Meetup really clicked for me, I left with actionable next steps; I left energized to keep learning.",12/16/21 7:22
480,648,3,5,4,5,4.25,Promoter,"Overall, the watercolor session during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable! To be fair, the sketch warmups during Intro to Painting Class really clicked for me, I left with actionable next steps; It was useful overall. Honestly, the pacing made complex ideas feel doable, the gallery walk during Intro to Painting Class really clicked for me; I might recommend it depending on the topic. — next time I'd bring a friend.",12/31/21 10:08
481,650,5,4,4,5,4.5,Promoter,"Surprisingly, the mentor roundtable during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects. The resume clinic during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together; This pushed me to apply for a related program. — especially for beginners. In my opinion, the mentor roundtable during Girls in STEAM Mentoring really clicked for me, it boosted my confidence more than I expected.",5/15/24 7:26
482,651,4,4,5,5,4.5,Promoter,"By the end, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me, the hands-on segment tied everything together. I didn't expect this, but, the networking breakouts during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps; I left energized to keep learning. In my opinion, the resume clinic during Girls in STEAM Mentoring really clicked for me, I left with actionable next steps; I'd come again and bring a classmate next time.",12/29/21 22:27
483,652,4,4,4,4,4,Passive,"The watercolor session during Intro to Painting Class really clicked for me, the pacing made complex ideas feel doable; I'm curious to see how the next session improves. At first, the mentors were down-to-earth and answered real questions, the mixed-media project during Intro to Painting Class really clicked for me. Honestly, the mixed-media project during Intro to Painting Class really clicked for me, I met people who want to collaborate on projects.",4/2/22 3:29
484,653,4,4,5,4,4.25,Passive,"From my perspective, I met people who want to collaborate on projects, the Arduino demo during Robotics Lab Saturday really clicked for me; I'm curious to see how the next session improves. The pacing made complex ideas feel doable, the web dev sprint during Robotics Lab Saturday really clicked for me — which surprised me in a good way.",10/27/25 4:19
485,654,5,4,4,5,4.5,Promoter,"To be fair, there were concrete examples I can reuse at school, the robot build during Data Science Study Group really clicked for me. The organizers ran things smoothly even with a big crowd, the robot build during Data Science Study Group really clicked for me; This pushed me to apply for a related program. — next time I'd bring a friend. The organizers ran things smoothly even with a big crowd, the coding challenges during Data Science Study Group really clicked for me; I'd definitely recommend this to a friend!",6/5/25 12:14
486,655,4,5,5,5,4.75,Promoter,"The organizers ran things smoothly even with a big crowd, the Python lab during Data Science Study Group really clicked for me. I left with actionable next steps, the robot build during Data Science Study Group really clicked for me — especially for beginners.",5/2/24 7:05
487,657,4,4,5,4,4.25,Passive,"I didn't expect this, but, the resume clinic during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects. There were concrete examples I can reuse at school, the goal-setting exercise during Girls in STEAM Mentoring really clicked for me; I might recommend it depending on the topic! I left with actionable next steps, the networking breakouts during Girls in STEAM Mentoring really clicked for me!",9/15/22 4:20
488,659,3,3,4,4,3.5,Passive,"I didn't expect this, but, not every topic applied to me, but I took notes for later, and the Python lab was helpful during Data Science Study Group (snacks were a plus). If I'm being honest, the room was a bit crowded, yet the content landed, and the robot build was helpful during Data Science Study Group. Not every topic applied to me, but I took notes for later, and the Arduino demo was helpful during Data Science Study Group. I'd attend again with a clearer agenda. (snacks were a plus).",9/21/23 7:11
489,660,5,5,5,5,5,Promoter,"By the end, the networking breakouts during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd! The goal-setting exercise during Mentor Office Hours really clicked for me, the organizers ran things smoothly even with a big crowd (wish there had been more time). The mentor roundtable during Mentor Office Hours really clicked for me, the hands-on segment tied everything together; I left energized to keep learning!",9/5/22 19:19
